projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
1662e80609ea7152f3532df836153bb5,260aa742e680a0a67bfc47b91f7ce9c6,4d18ed209c6696c5c68eefa71e682cb9,063441005640,37.748153,-122.412012,San Francisco,CA,94110,urban,San Francisco Unified Sch Dist,San Francisco,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Other,highest poverty,Grades PreK-2,30.00,209.40,246.35,22,f,f,2012-08-12
e430e1d1c74c06ce7e7a198c1c5230d0,15cd9c6d4427255a04dd8a635e1604f0,db830cfbc2cadefdb4f8f75548267c1b,062271012285,33.934943,-118.268911,Los Angeles,CA,90061,,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,t,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 9-12,30.00,888.97,1045.85,70,f,f,2012-08-12
551357b9f847dd405a6b7fed915007ce,7ef4ad7a192652d1d94914beb09c5f79,3c9c4ee863547027b06483b5ff3911f4,180045000094,39.721767,-86.093536,Beech Grove,IN,46107,suburban,Beech Grove City School Dist,Marion,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,30.00,198.06,233.01,80,t,f,2012-08-11
321a254d6a33d0c697e4157cad26e7b3,f20fafabf44959ded69eb4e139fb634b,cacdaef0b1a0307860ccd60b4a55598d,360007902294,40.791367,-73.947866,New York,NY,10029,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,f,t,Special Needs,Special Needs,Literacy,Literacy & Language,Books,highest poverty,Grades 3-5,35.00,445.90,524.59,14,t,f,2012-08-11
b38d8b97a3b1a321962a38a912c42b61,b231b49c4709dcf67be363808ac16d80,33738ed6800173c944e9ba210e47ecb4,460624001015,43.172120,-101.731809,Martin,SD,57551,rural,Bennett Co School District 3-1,Bennett,f,f,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,Health & Life Science,Math & Science,Supplies,highest poverty,Grades 6-8,30.00,865.38,1018.09,60,f,f,2012-08-11
692748647f5dfed40a763bb9b0de3aa9,4c3b591a6367bb5761f74ba3bdf595bb,b8a9bcbe6e82278f661b91439c8d3715,080336006453,39.706619,-104.909012,Denver,CO,80224,urban,Denver Public School Dist 1,Denver,f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,Economics,History & Civics,Books,high poverty,Grades 6-8,30.00,445.20,523.76,50,t,f,2012-08-11
e32d9ce16cc6a261863bf03050c09d96,4666a5556c32c22165ea67ee243d3ef1,36c713f565be4fc335d475f4e7eef91e,170993006099,41.767681,-87.590388,Chicago,IL,60637,urban,Skyway Elem Network,Cook,f,f,f,f,f,f,Ms.,f,f,Social Sciences,History & Civics,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,35.00,416.00,489.41,30,f,f,2012-08-11
725eb8b9acec37e15a54539c56401cb9,ae391309793c61730b1826f6e22661ed,35f1cdf34b3b8b553a0c20f6c2b1c1f4,062271002927,34.207520,-118.478004,Van Nuys,CA,91406,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades 3-5,30.00,266.31,313.31,40,t,f,2012-08-11
8180880aa0e9b822581553bc531d22fb,8d0f5e9e56822c735c1bb10cf5f04c6f,3af9e40e2f01817da240249da661c6f3,341122003462,40.485106,-74.450440,New Brunswick,NJ,08901,urban,New Brunswick School District,Middlesex,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,30.00,364.39,428.69,40,f,f,2012-08-11
299ab60190d91ce3d466407a8461f204,b3662846d4733c1ef47a1aec91dde531,b573279a81057fdc2a6d6b8115e6b7c8,"",41.471326,-82.162337,Lorain,OH,44052,suburban,[County run],Lorain,f,f,f,f,f,f,Mrs.,f,f,Sports,Health & Sports,Extracurricular,Applied Learning,Supplies,highest poverty,Grades 9-12,30.00,429.80,505.65,32,f,f,2012-08-11
bdbf6c3f71b399308c06f94b211561a5,31b0654086eb78972d2ec48a21013c86,86eb81f6b455e71fe053969a3ec7c564,062295007772,35.636355,-119.884885,Lost Hills,CA,93249,rural,Lost Hills Union School Dist,Kern,f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 6-8,30.00,893.06,1050.66,160,f,f,2012-08-11
11db0b9b5b231c8320f9a5076115d2e6,0a9bec5234767eb63ce66319a46a13d7,e5b184ae9eb9db7a8fc51730b5b6ba07,120039002292,25.678896,-80.410720,Miami,FL,33186,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,high poverty,Grades 3-5,30.00,447.99,527.05,50,t,f,2012-08-11
fcc4ba7ae1bf282029a59c89b2b02af2,f870e764e06edadbf1ec2b2630e6b0f2,a3d3cba8ce5c5256509941c641494f3a,370297001285,35.264864,-80.857363,Charlotte,NC,28216,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,t,f,f,f,f,Ms.,t,f,Environmental Science,Math & Science,,,Technology,highest poverty,Grades 9-12,35.00,460.18,541.39,90,t,f,2012-08-11
47434d30d4010b99c775340219115ef2,b74b65651e7a7328bfa040b724934572,3d137940ccbbb439628342c3e9538580,482172002188,33.162946,-96.097758,Greenville,TX,75401,,Greenville Ind School District,Hunt,f,f,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,Character Education,Applied Learning,Technology,highest poverty,Grades PreK-2,30.00,376.94,443.46,22,f,f,2012-08-11
818b180d192b37142a83c7c9c07f6177,b33415ab8546fb9114c7c181f26bdfe0,c4e85988516dc81508a278c464d9e8ed,010000500889,34.253796,-86.223542,Albertville,AL,35950,rural,Albertville City School Dist,Marshall,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,30.00,380.44,447.58,41,f,f,2012-08-11
4a02685782b29f8c62da99eabc9a66ba,8bfe0c74721047a8cae6cb0423ad69b9,67aaf6d5b5a5d1943926336eaac6331f,482613009305,26.239803,-98.360912,Mission,TX,78574,urban,La Joya Ind School District,Hidalgo,f,f,f,f,f,f,Ms.,t,f,Mathematics,Math & Science,,,Supplies,high poverty,Grades 9-12,30.00,422.80,497.41,90,f,f,2012-08-11
7e0326f20c98b7b5195ba5c2ea60c0ed,79a3cd9eb4056cbb2496dbaa83515ad0,8aebc652cc3cb097b3bb3179f5f873f0,360008505986,40.815018,-73.856094,Bronx,NY,10473,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 6-8,30.00,343.14,403.69,30,t,f,2012-08-10
65fa773cf0aade561a35c2c6e9cc364b,43cbcf59fb5b2c52828c9860ec474502,ce7b5d7f4cf9b5c5b0503b09176c6fa1,390438300761,41.145229,-81.498785,Cuyahoga Fls,OH,44223,suburban,Cuyahoga Falls City Sch Dist,Summit,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,high poverty,Grades 6-8,30.00,474.74,558.52,100,f,f,2012-08-10
f37b50501f75a714f4647dc0806b6bee,daad06eeb96342d3ad3111e7d265bcea,d75efb2ae69178f1e7b48dddc015a91d,"",30.857652,-83.953217,Thomasville,GA,31792,,Thomas Co School District,Thomas,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Extracurricular,Applied Learning,Other,highest poverty,Grades 3-5,35.00,462.41,544.01,23,f,f,2012-08-09
325995c5127ab600d12a1674bb8b5fae,491cf2491e485543d91cc536006742b6,521a211883ddc7a244267d05a1abf2dd,150003000260,19.610899,-155.031622,Keaau,HI,96749,,Hawaii School District,Hawaii,f,f,f,f,f,f,Mr.,f,f,Special Needs,Special Needs,Early Development,Applied Learning,Technology,highest poverty,Grades 9-12,30.00,677.37,796.91,24,f,f,2012-08-09
c9e2b8f4f22d61c22b7e228458be27c2,d6c1cc2918be9e70f8d57656d566e062,710c9e2934cc5cdec12c35e0c42ab887,450228000485,33.387012,-79.381424,Georgetown,SC,29440,,Georgetown Co School District,Georgetown,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,30.00,350.28,412.09,120,f,t,2012-08-09
312bc03863e0b9e79091c124341de1b0,35f91d2844cde96eb8015a2ac8b2ced6,4d1366421ddc38e56f4976221d2bd0d8,120150003898,26.572006,-80.095900,Boynton Beach,FL,33436,urban,Palm Beach Co School District,Palm Beach,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Other,Applied Learning,Other,high poverty,Grades PreK-2,30.00,384.24,452.05,20,t,f,2012-08-09
d449e5a08c5f6a63df28ed29d189b3fd,a1d562b44df93c1a88e55f81d54c0390,d10ced84f58f78af159c4bb61098b11f,062271003097,34.083218,-118.190577,Los Angeles,CA,90032,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Technology,high poverty,Grades 3-5,30.00,770.08,905.98,12,f,f,2012-08-08
70f854c7c9db6f1f6cdd5964fd60fb4e,99262a289574b6e932515cc50391f429,9d8ddef9e571d5c003e97ecab9ca561d,450231000519,34.869847,-82.436471,Greenville,SC,29617,suburban,Greenville Co School District,Greenville,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 3-5,35.00,752.52,885.32,90,f,f,2012-08-08
7355a24e8ec79de9eff3662113cfd382,37aa85094d682b37b6da75c840f5869b,55d2a28d605eeebab5030375775607c8,510081001483,36.724133,-76.300095,Chesapeake,VA,23322,,Chesapeake School District,Chesapeake City,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,moderate poverty,Grades PreK-2,30.00,134.13,157.80,40,t,f,2012-08-07
5cedff44ecf239d0f3bef6b6ffd78bba,cbb3d04b7673fecb481cab7107c53ff2,10179fd362d7b8cf0e89baa1ca3025bb,062271003157,34.043939,-118.288371,Los Angeles,CA,90006,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Economics,History & Civics,Supplies,highest poverty,Grades 3-5,35.00,1474.54,1734.75,20,f,t,2012-08-05
2a5e6b4f9ff04beef6b30623e49a3fdc,92f12316d5496395a28464d11efbd9b5,7c0c0b4fb5f356a635f8c54f752b0603,080336000363,39.659607,-105.057792,Denver,CO,80227,suburban,Denver Public School Dist 1,Denver,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Supplies,highest poverty,Grades 6-8,35.00,552.90,650.47,65,f,f,2012-08-05
f270e026bc89f18b832c6ca118a81d8c,7e7392f73d99b3785988b0ba003592a3,f18c06ffdbc49d4c2e4c031eb95e2590,530528000798,46.276329,-120.875427,White Swan,WA,98952,rural,Mt Adams School District 209,Yakima,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades 9-12,30.00,251.36,295.72,80,f,f,2012-08-05
89adf744742221448563a21843a80d07,92de5a6a347e9959f0408255c4cadbcb,4394760ac8e319a4ab160a8d37769059,317284001163,40.805286,-96.699661,Lincoln,NE,68508,urban,Lincoln Pub School District 1,Lancaster,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,30.00,335.14,394.28,30,t,f,2012-08-04
1942a59cc6dae5969657aa1872554dbc,e43ea6868b64b9b2b16b9d757be0c30e,8d3b2723f402c571db330c03aff1c73c,260789004369,42.997029,-83.793931,Flint,MI,48532,suburban,Carman Ainsworth Cmty Sch Dist,Genesee,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,30.00,252.23,296.74,25,t,f,2012-08-03
3ca69f7d568f31cbee5cd5c2d62554a3,8465350e7d55b8e245e0c20c6206f659,4861c1592a2faa9c57c298c679d774bb,550005202644,42.510132,-88.127823,Trevor,WI,53179,rural,Trevor-wilmot Consolidated SD,Kenosha,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,30.00,193.92,228.14,17,f,f,2012-08-03
21e7c0301d70b6b141947645e70d6536,6ee7a110d259ed78041c6c15c701ff1e,4c1fc7ff289c9737291dcec8bea98d46,170993001017,41.972703,-87.739109,Chicago,IL,60630,urban,O'hare Elementary Network,Cook,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Environmental Science,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,996.06,1171.84,30,f,f,2012-08-02
e7474218027d8198807e74c87cafd152,62dc470171ebcd500581b64f1c3b679c,164570c9136d087f5178003c283556c7,120147003749,28.307988,-81.408591,Kissimmee,FL,34741,urban,Osceola Co School District,Osceola,f,f,f,f,f,f,Ms.,t,f,Environmental Science,Math & Science,Health & Life Science,Math & Science,Supplies,highest poverty,Grades PreK-2,35.00,408.47,480.55,20,f,f,2012-07-31
c2ce345111143568f80a40a56296eb68,2b3b69723de69eccf61e32053a011f06,abd0dbf7dc8acb5b3f6be0a24b5734e3,410258000426,42.563606,-122.453003,Butte Falls,OR,97522,rural,Butte Falls School District 91,Jackson,t,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,highest poverty,Grades 9-12,30.00,578.08,680.09,40,f,f,2012-07-31
6ee00748f26ba59cc93b8183500057b4,b1b8caeba824a7c9b7f9fbcc869943f1,aecd4b608811d6ca788771893dc080e7,350099000290,36.759410,-108.166011,Farmington,NM,87402,,Farmington Mun School Dist 5,San Juan,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,high poverty,Grades PreK-2,30.00,411.64,484.28,24,t,f,2012-07-31
ce11635c536d7b73b26b808598585af7,3e16e0c00820ba1fd59047a371113c79,635b09367d121b77beaabcba5302e672,461200000118,43.806954,-99.329777,Chamberlain,SD,57325,rural,Chamberlain School Dist 7-1,Brule,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Technology,high poverty,Grades 3-5,30.00,421.52,495.91,70,f,f,2012-07-31
b374bb2d688c5dcb4e988fe11747d52e,e58c1bb9673f439de282e206cb795101,147a576d1076f194b252e569fbc91755,130129000531,33.943361,-84.495936,Marietta,GA,30067,suburban,Cobb Co School District,Cobb,f,f,f,f,f,f,Ms.,f,f,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades 3-5,35.00,259.91,305.78,25,f,f,2012-07-31
3166eae4c26de67863aad50f29760a87,cc6396552a91ad5ef83b947d907e155e,2b2b616defaa658e61a37f0c129866d2,080336001276,39.779739,-104.837997,Denver,CO,80239,urban,Denver Public School Dist 1,Denver,f,f,t,f,f,f,Ms.,f,f,Extracurricular,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,30.00,194.20,228.47,30,f,f,2012-07-30
58448788e22b48a0099063511bb7d608,d4a3293db151357bfa7c3dfe1c6839a8,4e7313eccb4d99c020e1c312440fd260,370162000691,35.241223,-81.206543,Gastonia,NC,28052,urban,Gaston Co School District,Gaston,f,t,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,College & Career Prep,Applied Learning,Supplies,highest poverty,Grades 9-12,30.00,465.98,548.21,180,t,f,2012-07-30
987647b45b16c5eee1662745cb8e4d54,29125ae3c0efefe17dafd8c7076bb467,517bfe198bc5eacb212737d8b75117dc,063432005483,32.712281,-117.086479,San Diego,CA,92102,urban,San Diego Unified School Dist,San Diego,f,t,t,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,,,Other,highest poverty,Grades PreK-2,30.00,371.69,437.28,24,t,f,2012-07-30
73b168d8bf04e7bc77a4b709c489d550,36f93f6b0c0cbb71b8a717d12fa71b8e,8e99a86a2c09bb3672b235da84faf60f,480894000317,30.372368,-97.668869,Austin,TX,78753,urban,Austin Ind School District,Travis,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,35.00,325.16,382.54,122,t,f,2012-07-29
c9bbcce7b12cbfb1b501a67d709a3c2c,fde6d5bb1b55e118b983d4de9a99d4ee,b28b3ff3715ef9378a3753ab50eb26bc,250279002006,42.330525,-71.077745,Roxbury,MA,02119,urban,Boston Public School District,Suffolk,f,f,f,f,f,f,Ms.,t,f,History & Geography,History & Civics,,,Books,highest poverty,Grades 3-5,30.00,242.03,284.74,40,f,f,2012-07-28
8bf96119493d9f7b170751cd4755eb42,e153feaa31cc27ae8e7bef9c26b4063c,0b4c0f3258c9966455fa8f863ef00d95,500486000163,44.803644,-72.274554,Irasburg,VT,05845,rural,Orleans Central Su 34,Orleans,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Social Sciences,History & Civics,Technology,high poverty,Grades 3-5,35.00,626.55,737.12,39,f,f,2012-07-28
c1e867f55c8e29d72c0e098502802314,f92dd3e0372b9c2952decb432e5ed1d7,b23a9822498d8cdedd74830856122b02,530669000986,47.385506,-122.620361,Gig Harbor,WA,98332,suburban,Peninsula School District 401,Pierce,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 3-5,35.00,347.10,408.35,35,t,f,2012-07-28
ce007e05a3802d9382303c1b77b5ea59,0a81fe0bd9f9b388d30af6050ed7a00e,ab4a0d260fb7d2711f21f2fb0678460d,403024029768,36.190472,-95.980972,Tulsa,OK,74106,urban,Tulsa Independent Sch Dist,Tulsa,f,t,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,35.00,408.72,480.85,26,t,f,2012-07-28
956d0025dff849d461105c9f33b84554,4b046a4a357db1b7948b363fc3043e8f,471262fcafdb112e4e16ee2e1ed8eb04,360008604808,40.854709,-73.911508,Bronx,NY,10453,urban,Center for Educational Innovation - Public Education Association (CEI-PEA),Bronx,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,30.00,811.55,954.76,475,t,f,2012-07-28
3b30e78f7734cc7fca556151a56a4eee,9b3bc8f7dedb5ed8b573e5e5ae1bea37,2702bb894f0dd2eea0da90e923ff925d,263387007652,44.701836,-85.508034,Traverse City,MI,49696,,Traverse City Area Public Schs,Grand Traverse,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Other,Applied Learning,Other,high poverty,Grades PreK-2,35.00,423.84,498.64,28,f,f,2012-07-28
97eb764ad1da0347a65e39088ee62d0f,b70e510b4eec759b0d1bc4a137accc2a,a0f874443af804182dffb18a988fbab1,360969000740,43.223057,-77.546761,Rochester,NY,14622,suburban,East Irondequoit Ctl Sch Dist,Monroe,f,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,,,Other,high poverty,Grades 3-5,30.00,516.17,607.26,370,f,f,2012-07-28
75604bb83243be734b6c18f8a9b06e54,acd126826cbc02b51971753153a6f72f,ba354b31e0b1906a2772d01606f18e4c,"",33.966997,-118.010582,Whittier,CA,90602,,East Whittier City School Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,Special Needs,Special Needs,Other,high poverty,Grades PreK-2,35.00,509.60,599.53,60,f,f,2012-07-28
65739b61c60293a521bea7afd0599ecb,754e1ce473227a2779a670315309090c,d759c1460bc37957e7370321c6a3463f,550702000770,42.686335,-89.062672,Janesville,WI,53548,urban,Janesville School District,Rock,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,College & Career Prep,Applied Learning,Other,high poverty,Grades 9-12,35.00,436.94,514.05,32,t,f,2012-07-27
f79093f403ec0a01c346911bc81bf93c,a60b009fd029a0c5d86b80353cca0b01,c0c7c647b418ae26a6d66f9dc04787ab,403024001622,36.184487,-95.908272,Tulsa,OK,74115,urban,Tulsa Independent Sch Dist,Tulsa,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Environmental Science,Math & Science,Supplies,highest poverty,Grades PreK-2,35.00,163.85,192.76,22,t,f,2012-07-25
e246453097391cdeb244fef1272e3fb8,2fc4344fc8a218d25dde9faac1811c73,347851b2350202f74dce8b921da590ca,"",33.921778,-118.308974,Los Angeles,CA,90047,,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,t,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Books,high poverty,Grades 6-8,35.00,211.46,248.78,12,f,f,2012-07-25
c9daa7fc88899c1e12810689dbad0bea,bf26b8ea678d4f7de1659447e9c00bdb,25fa9eb4474e255b0699a897293f68d0,482364002525,29.793295,-95.409073,Houston,TX,77008,urban,Houston Ind School District,Harris,f,f,f,f,f,f,Ms.,f,f,Economics,History & Civics,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,35.00,581.73,684.39,24,f,t,2012-07-25
9fd70c0de5d6f3692d3917bc85b92e0f,b6dffbac7fc8e98ae6cbba15a72c05b6,bc58e4920fd5db13a91ad86b19ab0d8a,421698005253,40.157029,-75.361571,Norristown,PA,19403,suburban,Norristown Area School Dist,Montgomery,f,f,f,f,f,f,Mrs.,f,f,Character Education,Applied Learning,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,30.00,332.98,391.74,30,f,f,2012-07-24
32125eac7de06b9209c39b4b2c12cff0,062eafaee94340198e20c0e778a6529d,6560eef278711a5b52feac73ff932ce9,210375000958,37.738726,-83.069332,Salyersville,KY,41465,rural,Magoffin Co School District,Magoffin,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Health & Life Science,Math & Science,Technology,highest poverty,Grades 3-5,35.00,517.95,609.35,70,t,f,2012-07-24
bea1c20882f97c05a9e26acf7055ee13,65502606138ea4089d60a9c6b4c952b9,f700a40a95c395d1f6776d450a85dcd6,120039000457,25.657755,-80.359001,Miami,FL,33176,urban,Miami-dade Co Public Sch Dist,Miami-Dade,f,t,f,f,f,f,Mr.,f,f,History & Geography,History & Civics,Social Sciences,History & Civics,Technology,high poverty,Grades 6-8,35.00,421.34,495.69,130,f,f,2012-07-24
469fa04d5e24023a04bbb890e34073c9,ad8b8f60bcd0455062897d6eb6bf359a,20e20e4b4a3e78baae190904a45e62be,120039007485,25.806430,-80.209658,Miami,FL,33127,urban,Miami-dade Co Public Sch Dist,Miami-Dade,t,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,35.00,676.28,795.62,46,f,f,2012-07-23
13f3d11ffff275afad1f2623d2e53b80,5542ef3b1ba6d58cb9afa1aa876e0310,bdf4b09ec1fe8fcd82974885973b4653,360008405521,40.813894,-73.920867,Bronx,NY,10454,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,t,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,35.00,439.72,517.32,92,f,f,2012-07-22
517fb76d16120a670a903edcdee37a9a,0a7e9e813ab4888d93c51ac452ca16d4,70512eb4b6b175856438873e2b7560a3,280267000520,30.355530,-89.146122,Long Beach,MS,39560,suburban,Long Beach School District,Harrison,f,f,f,f,f,f,Mrs.,f,f,History & Geography,History & Civics,Civics & Government,History & Civics,Other,high poverty,Grades 9-12,30.00,324.77,382.08,180,f,f,2012-07-21
cc6669c7eb3da758af5c96dbdaafa0b9,9807c0e474680e57ae2d93cbfb1e1ce7,adf5c3788abc2e5bf35219c717064deb,"",42.329062,-83.226200,Dearborn,MI,48128,urban,Michigan Dept of Education,Wayne,t,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,35.00,416.74,490.28,25,f,f,2012-07-21
8ec429fd0d8bd6a8c0365b9145f92a4f,9b56873634c2bef45253e8c45fd0071d,e8cba543240f0acad91bba5a65f49cfe,360010202562,40.751330,-73.937422,Long Island City,NY,11101,urban,New York City Dept Of Ed,Queens,f,t,f,f,f,f,Mr.,f,f,College & Career Prep,Applied Learning,Civics & Government,History & Civics,Books,highest poverty,Grades 9-12,35.00,350.46,412.31,70,f,f,2012-07-21
b04bf8b9f545a2e9d7d9b19438114dd2,01a7318588050ba0556237972b0e09d9,3ef33afdb9eef991b63b5492762de6f8,062805011555,37.817921,-122.278537,Oakland,CA,94607,urban,Oakland Unified School Dist,Alameda,f,f,f,t,f,f,Mr.,f,f,Gym & Fitness,Health & Sports,Sports,Health & Sports,Supplies,highest poverty,Grades 9-12,30.00,319.87,376.32,150,f,f,2012-07-20
a62d913bfa85b9e30e661e62490fccd2,fde3c16ab0df35356a81dd2888a8ffd2,3ccc11e6e832265e667516263ff2e569,050633000366,35.429744,-94.392337,Fort Smith,AR,72904,urban,Ft Smith School District,Sebastian,f,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 3-5,30.00,243.82,286.85,56,t,f,2012-07-20
689af4c2867bc4c1e85963b97ec64d5e,9ff802e5738517512351548747094490,d1fd61a7e1809f6adceb9596181bcba6,180477000844,39.781240,-86.133191,Indianapolis,IN,46201,urban,Indianapolis Public Sch Dist,Marion,f,t,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 6-8,30.00,917.46,1079.36,150,t,f,2012-07-20
cb2661371b0ef7d11eb0ed086e8e410c,69060d2de1159cd1cc59a632a11311ac,f4c8a8e08c837c6e1c88f49aa15dcbb3,341122003472,40.491026,-74.446662,New Brunswick,NJ,08901,urban,New Brunswick School District,Middlesex,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30.00,234.25,275.59,30,f,f,2012-07-20
3690f8dcd81028429010f4415c3030b9,62af29faf15b150b078b61a507a03dc8,ec2072042390e201781a84a457b98635,062271008724,34.165810,-118.562857,Woodland Hls,CA,91364,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,low poverty,Grades PreK-2,35.00,1646.36,1936.89,22,f,f,2012-07-20
dc1532b003dc87bc941b2728c99410ad,fedd55483897ffad29a8b257c059705a,7917127706e5aae0c8a80c253da2f751,040174002909,32.893590,-111.713973,Casa Grande,AZ,85122,,Casa Grande Union Hs Dist 82,Pinal,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Mathematics,Math & Science,Technology,high poverty,Grades 9-12,35.00,781.62,919.55,125,f,f,2012-07-20
b3d2c40f631e19ab64127c24ed0ada6e,558017126e7168eb906fca78a0c2d248,57def3a574b6f64b9cc0e4f19ca413a5,481970001909,32.664887,-97.383594,Fort Worth,TX,76133,urban,Ft Worth Ind School District,Tarrant,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Supplies,highest poverty,Grades PreK-2,35.00,457.93,538.74,30,t,f,2012-07-18
