projectid,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
411ddb0f5a8950d482b0525edafb51d3,f,,f,,f,,,,,,
411dc9e5948e666c19b86fb1636a6955,t,t,t,t,t,t,t,f,80.0,1.0,5.0
411993591e713b07f4484f8d1b6b6117,f,t,t,t,f,t,f,f,42.0,4.0,3.0
4100dad6c01e3ab915cab4c0b9e64f6f,f,f,t,t,f,t,t,f,33.0,0.0,3.0
40fe7bbc6b07b726e4ff735373735775,f,,f,,f,,,,,,
40fc0f8e7767f1171f2a506192c8e45e,f,f,t,t,t,f,t,f,100.0,0.0,1.0
40f55cb5b49c93a4a890cfceddcf6cff,f,f,t,t,f,f,t,f,0.0,0.0,1.0
409f99cd9a84ba490c3c086eb46a1e6e,f,f,f,f,f,f,f,f,0.0,0.0,1.0
409eec79989a0497e1c55ad9fc8df3db,f,,f,,f,,,,,,
409ce0db6d4ac01f22db1d1854bfd26d,f,t,t,t,f,f,f,f,50.0,2.0,0.0
407e5a430dd4c1a35dd106e3bdb86613,f,f,t,f,f,f,t,f,0.0,0.0,1.0
4051ba17fbb57215bc34be36c6f164fb,f,f,t,t,t,t,t,f,77.0,0.0,9.0
404edd7f13f7b7291d188e9b8bddca34,f,t,t,t,f,f,t,f,50.0,1.0,1.0
40024d5bbbb038af9303a3c9a7e76dfc,f,t,t,t,f,t,f,f,50.0,4.0,3.0
3fe6d979a381acb59ea93575511c20bb,t,t,t,t,t,t,t,f,66.0,1.0,6.0
3fe46f002f8b5a180adb2758466d19c0,f,f,t,t,f,t,t,f,50.0,0.0,4.0
3fd302bafc3f3b51a6f43eb76a07e1ea,f,f,t,t,f,t,t,f,50.0,0.0,4.0
3fc15b263b8c91c432b15e1ea354a88d,t,t,t,t,t,t,t,f,75.0,2.0,4.0
3fb9d27f61b0ae9a1af8e6bd1e01d37b,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3fb0c1205c8f071887c9d565ec167a06,f,t,t,t,f,f,f,f,57.0,4.0,2.0
3faa037d4fde63e9a5d58daf3f9f4f92,f,f,t,t,f,f,f,f,50.0,0.0,2.0
3f9552d0b020b892b9575192a829fc80,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3f94aaf10518a480bb7da009c7dbd309,t,t,t,t,t,t,t,f,80.0,3.0,3.0
3f8b29f9c295bf828ff9ff5073bc9e51,f,f,f,t,f,t,f,f,50.0,0.0,4.0
3f5939cec230b3a51691f3786214fb31,f,f,t,t,f,t,t,f,20.0,0.0,27.0
3f342dc7b4b37a148905ddc97efac192,f,f,t,t,t,t,t,f,100.0,0.0,4.0
3f06c92fe6f761601a184d15fa1dd3ee,f,t,t,t,f,t,t,f,14.0,2.0,6.0
3ed2c975fcbcf6d895290714fb3bf0d6,f,f,t,t,f,t,t,f,0.0,0.0,3.0
3ec80eb01ea0229701b7f0671d0dc1ca,f,f,f,t,t,f,f,f,100.0,0.0,1.0
3ebcd8a73049a8482818844f624f0a25,f,,f,,f,,,,,,
3e9abf6956ec06f97b1caa90efa35e8c,t,t,t,t,t,t,t,f,66.0,2.0,8.0
3e9849ca799744aea7f201b01254d0d5,f,f,f,f,t,f,f,f,100.0,0.0,1.0
3e8e381f083883259e61c267041e7019,f,f,t,f,f,f,t,f,50.0,0.0,2.0
3e8af6754c0c368d6a5f89489fc3cc14,f,t,t,t,f,t,f,f,39.0,15.0,5.0
3e58f1d6c0b114050055b7b8b560106d,f,t,t,t,f,t,f,f,0.0,2.0,3.0
3e22f8a0b7f5b781b92afe58df95f90e,t,t,t,t,t,t,t,f,75.0,5.0,19.0
3e0965d63ffce7fb1be593445553ce19,f,f,t,t,f,t,t,f,50.0,0.0,4.0
3dfd8199659914d3fc2fa2082277d65e,t,t,t,t,t,t,t,f,70.0,1.0,10.0
3df1328a1d702ea1291446164642c709,f,t,t,t,f,t,f,f,47.0,10.0,3.0
3de540bb326ea6a4f8607401d161cb9a,f,f,f,f,t,f,f,f,100.0,0.0,1.0
3dd57cf408e4c024029ad583a2c1c227,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3db89cf26c7f15c93ed394bd22a0252b,t,t,t,t,t,t,t,f,62.0,3.0,5.0
3d77afa1f073c219a99834828e62d2d5,f,t,t,t,f,t,f,f,61.0,7.0,7.0
3d655690f08674ab7d2491ed6ac57e45,f,t,t,t,f,t,t,f,45.0,19.0,6.0
3d51ea3b3260a4185fb285ff834d0106,f,f,t,t,f,t,t,f,33.0,0.0,3.0
3d3b69123f7a891811192ef9faf621c7,f,f,t,t,f,f,t,f,,0.0,1.0
3d1f930866212dc9894c070faf6ca430,f,f,t,t,f,t,t,f,28.0,0.0,7.0
3cf3243e779c9c2bb8652a25ed0b8b0a,f,f,f,t,t,f,f,f,100.0,0.0,2.0
3cb7072ebfbb70fcaaa92898d31c1452,f,t,t,t,f,f,f,f,50.0,3.0,2.0
3cabb65181c922168b5da891b25629ca,f,f,f,t,t,f,f,f,100.0,0.0,1.0
3ca69f7d568f31cbee5cd5c2d62554a3,f,f,t,t,f,f,t,f,0.0,0.0,2.0
3c96adebf31f4c7f44a9a01b7220c34a,f,t,t,t,f,t,t,f,22.0,2.0,9.0
3c74a9836efb3e51b5fc7c95cc8aa970,f,t,t,t,f,t,t,f,50.0,2.0,6.0
3c05c7e37d907ce2c26043cfe658c714,f,,f,,f,,,,,,
3c02dd6ec04a5116b623a5feceb75368,f,f,t,t,t,f,t,f,100.0,0.0,2.0
3beef2430a285df1209aaf606267affe,t,t,t,t,t,t,t,f,100.0,1.0,5.0
3bcf936f865b0610a9ff00730aa4af02,f,f,f,t,t,f,f,f,100.0,0.0,1.0
3bba0d3836202a6ade00d3aec5da4b56,t,t,t,t,t,t,t,f,85.0,1.0,7.0
3b7b69592f8f678b36a758d6c51688bf,f,f,t,f,f,f,t,f,0.0,0.0,2.0
3b4004a38d99fad4bfdebf89ebea21d1,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3b30e78f7734cc7fca556151a56a4eee,f,f,t,f,t,f,t,f,100.0,0.0,1.0
3ad611b4e5136f4a0641b62bfe861e35,f,,f,,f,,,,,,
3acfb9af805c28d43cbfacd7d0846aa1,f,f,f,t,t,f,f,f,100.0,0.0,1.0
3ace4a802510b8b3d1c288f4022a5361,t,t,t,t,t,t,t,f,62.0,2.0,8.0
3ab375fe8e64e5f9ca8a541220dce4ea,f,f,t,t,f,t,t,f,0.0,0.0,4.0
3aa4160ac946d03db18a3a04e726ced2,f,,f,,f,,,,,,
3a94412666aef8342d06e798603b7627,f,f,t,t,t,t,t,f,100.0,0.0,4.0
3a893219221406764da8ba6fefc054bb,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3a51cfaaa02e6b27b8328f89f4402f17,f,f,t,t,t,f,t,f,100.0,0.0,2.0
3a4f89721cfb4be073bd1ba37f8d9c3d,f,f,f,f,f,f,f,f,,0.0,1.0
3a4ca213357161494bbfedcfefeb7898,f,f,t,t,t,t,t,f,66.0,0.0,5.0
3a2a1f4b49a3a63417c8509813308c84,f,,f,,f,,,,,,
3a217b440f769f06f0b10a1c8a49b729,f,f,f,f,f,f,f,f,0.0,0.0,1.0
3a044272b9cd3faec1dbaa319a47db9f,f,f,t,t,t,t,t,f,66.0,0.0,4.0
39bf54cc92c2df831ffb05c5635f00f2,f,f,t,t,t,t,f,f,100.0,0.0,4.0
39a2368476c8d49783721a66e25c56bf,f,f,t,t,f,t,t,f,0.0,0.0,4.0
3987d30664cea4c1e8e6041945505d89,f,f,t,f,f,t,t,f,5.0,0.0,20.0
397d252bb02df7385a7ba0dcf1293508,f,f,t,t,f,f,t,f,0.0,0.0,2.0
397478b479d50c7b3f9e3582d9a37803,f,t,t,t,f,t,t,f,20.0,1.0,4.0
3969323d090d5068769868ec502ddc5d,f,,f,,f,,,,,,
395fe5a22ca5c36f3fccbf3af1b89fc9,f,f,f,t,f,t,f,f,60.0,0.0,5.0
3954870c3f45beb9236fe7b9d4a51851,t,t,t,t,t,t,t,f,100.0,1.0,8.0
391c19c0d4fa11e903ba70a966c21c90,f,f,t,f,t,t,f,f,100.0,0.0,5.0
390d20813729eab1caf2320737216086,f,f,t,t,f,t,t,f,5.0,0.0,20.0
38dbf6752866db9b99274bc8ef57c78e,f,,f,,f,,,,,,
38dbc3c2dc72d029ddab97b5ca5f2296,f,t,t,t,f,f,t,f,40.0,4.0,1.0
38adda9d79a266b8018920ef70a3bf57,f,t,t,t,f,t,t,f,60.0,2.0,6.0
38681ef3d84e1ab268b1acfdc2e531d7,f,,f,,f,,,,,,
3863f720c14f8d9c458ec2faca5b0c12,f,f,t,f,f,f,t,f,0.0,0.0,2.0
385c991ecc3250da824cd51cdfc3a08f,f,t,t,t,f,f,f,f,53.0,7.0,1.0
3853aa66ad185845af8a6630012c8c34,f,f,t,t,t,t,t,f,100.0,0.0,5.0
3832d874584b47fa24b5fcd9b1960c83,f,t,t,t,f,t,t,f,45.0,4.0,5.0
37d585bdf2483e4f753e1782618bf916,f,f,f,f,f,f,f,f,,0.0,1.0
37d4c7902aaeb3486d623491f07b4928,t,t,t,t,t,t,t,f,90.0,1.0,20.0
37a5907308b9d879538a493884f4f9ae,f,f,t,t,f,t,t,f,0.0,0.0,3.0
37a023dcf765bb4452122e84a2ab9244,f,f,t,t,f,f,t,f,0.0,0.0,1.0
379343cabfc5e4ba2457c57212b7ea1c,t,t,t,t,t,t,t,f,100.0,2.0,8.0
377d5f643ba27ff706d10d890dcf21d6,f,,f,,f,,,,,,
376fd61f0b1a53f366c3ece46db87a4f,f,f,t,f,f,f,f,f,60.0,0.0,1.0
374f5f21590252388870dd7e0e4acf59,f,f,f,f,f,f,f,f,0.0,0.0,1.0
372a1122c8f0ec41893b3a23b246dd32,f,t,t,t,f,t,f,f,33.0,4.0,4.0
37112bfe9ea24b4eff8ae15e5add84c2,f,f,f,t,f,f,f,f,,0.0,1.0
36ff5c7fd450f4615522a758bd325d97,f,f,f,t,f,f,f,f,,0.0,1.0
36e3e931ab78837a92894ac4343c7f24,f,f,f,t,t,t,f,f,100.0,0.0,3.0
36d5cfcab714eae3edd76e1a217dbfbb,f,f,t,t,t,t,t,t,66.0,0.0,4.0
36b1c8b61aae6f8c1046638754b24482,f,t,f,t,f,t,t,f,55.0,7.0,4.0
3690f8dcd81028429010f4415c3030b9,t,t,t,t,t,t,t,f,93.0,25.0,6.0
3683134fc2a3d32bf700477f5cd0e686,f,f,f,f,t,t,f,f,100.0,0.0,3.0
3681820c49913f123ce415e051e87773,f,f,t,t,t,t,t,f,90.0,0.0,15.0
367a5865a7c0eb44b73268aaadd20382,f,f,t,f,f,f,t,f,0.0,0.0,1.0
36543856b062b3d2d370e193ed6b28ac,f,f,t,t,f,t,f,f,50.0,0.0,5.0
361fef503e426459937c4c2b428995b5,f,f,t,t,f,t,t,f,0.0,0.0,3.0
360d01d0542555365d85560ef788aba3,f,t,t,t,f,t,t,f,45.0,3.0,6.0
35e5d36b101a709218d8f1f40dff14b1,f,f,t,t,t,t,f,f,83.0,0.0,7.0
35725e1d3b54f9cddee4e7db0143a15c,f,f,f,f,t,f,f,f,100.0,0.0,1.0
3561a18078af4905153fbfdfead1f913,f,,f,,f,,,,,,
3555cf2bffaf11b5b9a373aa799ff149,f,f,t,f,f,f,t,f,50.0,0.0,2.0
353c459fd3b9b54a398c35386ec2f456,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3510731dbabff2a9383b6ee6aefb537c,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3508952b08ef885ce593b3bd6058213d,f,,f,,f,,,,,,
34fa138e11e2e85ef8c62ced24c0ec77,f,t,t,t,f,t,t,f,57.0,1.0,5.0
34db9cd4d631156695cc112baf98ece4,f,f,t,t,t,t,t,t,90.0,0.0,22.0
3491f07407ca15258b63f43aa4242ef5,f,t,f,t,t,t,f,f,75.0,2.0,3.0
3476de513657c9eaeb006d89882f34f9,f,t,t,t,f,f,t,f,50.0,4.0,2.0
344fa103195c58e8c3b7dd67f5fb7137,t,t,t,t,t,t,f,f,100.0,7.0,21.0
342b2f3b83e345681aa3decdff083a46,f,f,f,f,t,f,f,f,100.0,0.0,1.0
341fa3086c2503e0def4662e2b15b8ab,f,,f,,f,,,,,,
3407d7f4b753895d950711442d0d1fb6,f,,f,,f,,,,,,
33f34332face1c6f7d0bf62ca4582b29,f,t,t,t,f,f,f,f,50.0,2.0,0.0
33e4e36ae27a1802763faf520be4cf57,f,f,t,f,f,f,t,f,0.0,0.0,1.0
33a29a3c512e9861d6aa43f82a909d6a,t,t,t,t,t,t,t,f,81.0,8.0,3.0
339facb93c1f1b80cf6a2ab99a6d45c6,f,f,t,t,f,t,t,f,0.0,0.0,3.0
339ee99ad08e07cb90f375d035f600ba,f,f,f,f,t,f,f,f,100.0,0.0,2.0
339d23f5ec872c354ccab358f699b405,f,f,f,t,t,t,f,f,100.0,0.0,4.0
33878a96fce85c73f80ca44b57885144,f,f,f,f,f,f,f,f,0.0,0.0,1.0
33650070e72a505bf4bd89c9c65bc559,f,t,t,t,f,f,f,f,0.0,2.0,0.0
336382fd88d7c82c095bd4f20cefc627,f,f,f,t,t,f,f,f,100.0,0.0,2.0
3358e71a66d40d1e63211149fac73100,f,f,t,f,f,f,t,f,,0.0,1.0
334f672c527c05509dae92612daa814f,f,t,t,t,f,f,f,f,0.0,4.0,0.0
3347c43d14ebc102f18c5d616c35ace6,f,t,t,t,f,t,t,f,50.0,3.0,4.0
3320226d5593e4804faf8ca00636986f,f,f,t,f,t,f,t,f,100.0,0.0,2.0
32eb35c68bd58c9a0a125266778f3c85,t,t,t,t,t,t,f,f,64.0,5.0,8.0
32e7a8a74939e6ec7843b05c4f097c3e,f,t,t,t,f,t,t,f,40.0,2.0,3.0
32e7703a013b4d27acfd85e5b7208325,t,t,t,t,t,f,t,f,75.0,2.0,2.0
329ee2959a09d1902f37566d26fa9609,f,f,t,t,t,t,t,t,100.0,0.0,4.0
325f752615ab970c2e05bdf5b7204c7c,f,f,t,t,t,f,t,t,100.0,0.0,1.0
325995c5127ab600d12a1674bb8b5fae,f,f,t,t,t,f,t,f,100.0,0.0,1.0
325503c87ac5d4359a10afb4a325094a,f,,f,,f,,,,,,
325183b018a8f7a1c33c714be13de253,t,t,t,t,t,t,f,f,100.0,2.0,7.0
324bd4ae6927efafae0ff1199fe4fb61,f,f,t,f,f,f,t,f,,0.0,1.0
321d76b7e5c22b3274d711acd35622cc,t,t,t,t,t,t,f,f,75.0,3.0,11.0
321a254d6a33d0c697e4157cad26e7b3,f,t,t,t,f,t,t,f,50.0,1.0,8.0
32125eac7de06b9209c39b4b2c12cff0,t,t,t,t,t,t,t,t,75.0,1.0,4.0
3211c90d054da8afb14ab5a1bcdae892,f,t,t,t,f,t,t,f,40.0,3.0,8.0
31fd33d5ceabfa2d93580475db560262,f,f,t,t,f,t,t,f,7.0,0.0,13.0
31f325af7878f7eac466c6cbd8b22ab7,f,t,t,t,f,t,f,f,37.0,5.0,3.0
31c8ed01f0757c0d30d90a35b57f66a5,f,f,t,t,f,t,t,f,50.0,0.0,6.0
31c712c6c072741f23b5fffed74615e1,f,f,t,t,t,f,t,f,100.0,0.0,1.0
31a87eaaf576d0cbbc51b2d8e963962f,f,,f,,f,,,,,,
31a33ddd3f9ff17713b7f0b16943fc52,f,t,t,t,f,f,t,f,14.0,4.0,1.0
31922575d715f09fe05d8ddfd38194f3,f,f,t,f,f,f,t,f,0.0,0.0,1.0
31913321bd6fa540bc31dc643a75bb04,f,f,f,f,t,f,f,f,100.0,0.0,1.0
316f31dbbfca55539978dd736cda615f,f,t,t,t,f,f,f,f,25.0,2.0,2.0
3166eae4c26de67863aad50f29760a87,f,f,t,t,t,t,f,f,100.0,0.0,4.0
31642af601fbc925f2009f7f076426fa,t,t,t,t,t,t,f,f,100.0,2.0,14.0
315336d3d707468dc53e0cd6b2980fe3,f,t,t,t,f,f,t,f,58.0,8.0,2.0
314e634aaa3a7491a30639a3b5293cea,f,,f,,f,,,,,,
314ae7d0ed58335d720ab23f877fc2b1,f,t,t,t,f,t,t,f,57.0,3.0,3.0
313b1fea386621ca80db23764fa30d3d,f,f,t,t,f,f,t,f,50.0,0.0,2.0
312bc03863e0b9e79091c124341de1b0,f,t,f,t,t,f,f,f,83.0,4.0,2.0
312a43a46fee814d3a29c2b00a31e076,f,f,t,f,f,f,t,f,0.0,0.0,2.0
3100a4e653516aacb341ff6caf6c0bbf,f,f,f,f,f,f,f,f,,0.0,2.0
30f2ed86044db8e07d9a3617ac19d6a7,f,t,t,t,f,t,t,f,50.0,1.0,3.0
30ef234400d0fcad83c505cb05e89637,f,f,t,t,f,t,t,f,42.0,0.0,7.0
30e18a72ef6aa3364338c270fe7dc29f,f,f,t,t,t,t,t,f,75.0,0.0,5.0
30bad64663133d2b092a63c5b27fe20d,f,t,t,t,f,t,f,f,60.0,3.0,3.0
30a4316c185c3c4188f0fd6546060339,f,f,t,f,f,f,t,f,0.0,0.0,1.0
309680871aa55a4c7b5451a0e4ab784c,f,f,t,t,t,t,t,f,75.0,0.0,6.0
3093c97e5dde8991df1e8059c52016c8,f,t,t,t,f,f,f,f,28.0,4.0,2.0
308e098209de2e9e8a56a2f1eea1cc0c,f,f,f,f,t,f,t,f,100.0,0.0,1.0
3089454bb8de80ac25d01d3e87ce1838,f,f,t,f,t,f,t,t,100.0,0.0,1.0
305288e611569f3c9e6bb88eac085a9a,f,f,t,t,f,t,t,f,0.0,0.0,4.0
300bce92ae1b2547011aa4843a1a4771,f,f,t,t,t,f,t,f,100.0,0.0,2.0
3003de50e8d25e9cb5d256c1e4b9328b,f,,f,,f,,,,,,
2ff87e8e099fb6e019b3ca7449b41b0c,f,f,f,t,f,f,f,f,0.0,0.0,2.0
2ff5b375f801e8af290f8b66fb9a96ff,f,,f,,f,,,,,,
2feec65299c84c44173bfe62582f4c05,f,f,t,t,f,t,t,f,60.0,0.0,7.0
2fd5bae8978f22a774bc8944f9268de4,f,t,f,t,f,t,f,f,46.0,7.0,4.0
2fb489194dbd1a32c1b6b94463f19ded,f,f,t,f,t,t,t,f,66.0,0.0,4.0
2fa1e587549dc2886c7ffc0ccbde606e,f,f,t,t,t,t,t,f,80.0,0.0,7.0
2f97a4f2a981d660e2a6fc9c96133549,t,t,t,t,t,t,t,f,80.0,2.0,9.0
2f78acb3b35a60bfb01e7775935c4e91,f,f,t,t,t,t,f,f,100.0,0.0,5.0
2f75eaf68ac95473ad5e805313e7dfcb,f,f,t,t,t,t,t,f,100.0,0.0,9.0
2f75af5cbc92b7801436febb751274dd,f,t,t,t,f,f,t,f,33.0,5.0,2.0
2f66284048d5cfa218c57027fff86f21,f,,f,,f,,,,,,
2f5e1af5e0826f351d0c6312e2ce9672,f,,f,,f,,,,,,
2f45a88424bbb543d3ba29a647d03fc9,f,f,t,f,f,f,t,f,0.0,0.0,2.0
2f348a7d1137c88fecda7ee4ed49ae1b,f,f,t,t,t,f,t,f,100.0,0.0,2.0
2f31f44d034eea5ac0f8a97afb6ae02d,f,f,t,t,f,t,f,f,40.0,0.0,6.0
2f0aaf58636da259ce8c3f598234f9a0,f,f,t,f,t,t,t,f,66.0,0.0,3.0
2f01cd72cc6798b6e7bb3ae21198fcf7,f,t,t,t,f,f,t,f,50.0,3.0,2.0
2ef03e2b6fb0519f3bfb2630f3de86c1,t,t,t,t,t,t,f,f,80.0,4.0,7.0
2eeb9f6d7b07b62678d47774602da645,f,,f,,f,,,,,,
2edafb5aa951b0d9a3b41ecf323ad1c0,t,t,t,t,t,t,t,f,75.0,1.0,5.0
2ed13c17e4e303918a38174f23f428a2,f,f,t,t,t,t,t,f,66.0,0.0,3.0
2ea6108f403c09f209df86883fc0abc0,f,t,f,t,t,f,f,f,100.0,1.0,0.0
2e973df14f3668be6277fb0a39d3a013,f,f,f,f,f,f,f,f,0.0,0.0,2.0
2e3e889cd24f081d1f6175c6e4ea7cf5,f,f,t,t,f,t,t,f,16.0,0.0,6.0
2e2d91fb8d517453c9958efcbe907df5,f,f,t,t,f,t,t,f,50.0,0.0,3.0
2e2ceaecc56bd7d14668e4b46966fa29,f,,f,,f,,,,,,
2e21c1c0e9e49d96509a5f4daab7c991,f,f,t,t,f,t,t,f,60.0,0.0,10.0
2ddfcdf35173a38bba210a06217288c2,f,f,t,t,f,t,t,f,60.0,0.0,13.0
2dd416560d1bb53020cb43c3c41c9e96,f,f,t,t,f,t,f,f,50.0,0.0,7.0
2dd213858a46e030899e2f1bcd811f40,f,t,f,t,t,f,f,f,62.0,6.0,1.0
2dbd2facf7d63e5b5b627a33b0b089dc,f,f,t,f,f,f,t,f,0.0,0.0,1.0
2d8dbc327beb13324d6f06f574018ed7,f,f,t,t,f,t,f,f,50.0,0.0,8.0
2d876f872094ebfdbc1d9898c86a6775,f,f,f,f,t,f,t,f,100.0,0.0,2.0
2d7c71646ee01321be0a2b0801aab72d,f,t,t,t,f,t,f,f,41.0,15.0,3.0
2d7a38c68fb56abb635e7a3e53554794,f,f,t,f,f,f,t,f,0.0,0.0,1.0
2d6176ec0205c25088921c594b58e168,f,f,t,t,f,t,f,t,55.0,0.0,43.0
2d50af7b6a3fdbebf9805c596b8323ec,t,t,t,t,t,t,t,f,62.0,3.0,6.0
2d33fb91e1ba6417750794b69a97375e,f,,f,,f,,,,,,
2d2f8ffe30128ff2f701469abe51106b,f,,f,,f,,,,,,
2ced4cc4b180b1a1ceadb86635b133ae,f,f,f,f,t,f,f,f,100.0,0.0,1.0
2cd23941d28bb13cd0351af7aa5fa107,f,t,f,f,t,t,f,f,75.0,1.0,4.0
2ccba9235a57279e0c9f1ac273e77727,f,f,f,f,f,f,f,f,,0.0,1.0
2cc4ee757b990f0ce7944466cdcee908,f,f,t,t,f,f,t,f,33.0,0.0,2.0
2cbd5fd8acdb44c598d4bd38547e1051,f,f,t,t,f,t,t,f,60.0,0.0,5.0
2cacbd821fe43bb59bf3392c1872a950,f,f,t,t,f,t,t,f,0.0,0.0,3.0
2ca0f3f27c903198af9fa55a0eb488e6,f,f,t,t,f,t,t,f,57.0,0.0,8.0
2c6eaa9aa66180e0853ced21c69f3365,f,f,t,t,f,t,t,f,0.0,0.0,4.0
2c229961f749e767d50e19f2a8dc16d1,f,t,t,t,f,t,f,f,47.0,10.0,10.0
2c18f9882dc92e90a7cd0064a860c53d,f,f,f,t,f,f,f,f,,0.0,1.0
2c01429be962be0a236cdb7587769730,f,f,t,t,t,t,f,f,66.0,0.0,4.0
2bf17daf40f0147735a0469050653e28,f,f,t,f,f,f,t,f,0.0,0.0,2.0
2bec31ded910eda8e16e3c40fbf12106,f,f,t,f,f,f,t,f,0.0,0.0,1.0
2beb215a4c6100b6f422fb5ec0958ee3,f,t,t,f,f,t,t,f,0.0,1.0,8.0
2bde749fd7ecd8eb8481f2c0e0dfef15,f,f,t,t,t,t,t,f,66.0,0.0,5.0
2bc98d0c84c463598e52f643662f4eb3,f,f,t,f,f,f,t,f,0.0,0.0,1.0
2b8e9fbbdf783b6d84a576d5d419c8bb,f,t,t,t,f,f,f,f,,1.0,0.0
2b7874af203179a1048d4b818bad0874,f,f,f,f,f,f,f,f,50.0,0.0,1.0
2b6bac62060cd1d2487b892921ed8fae,f,f,t,t,f,t,t,f,33.0,0.0,5.0
2b6197ab2ae88157ba132e2224c74ce3,f,f,t,t,f,f,f,f,0.0,0.0,2.0
2af51955ef310c1dc2325ae5f57c21ac,f,f,f,t,t,f,f,f,100.0,0.0,1.0
2af3ea63d0cf6309c7ac5e009021f3c8,t,t,t,t,t,t,t,f,66.0,1.0,3.0
2aee7a7f323b535f52917d16b92bef03,f,f,t,t,f,t,t,f,50.0,0.0,4.0
2adede5b721fc76404069fbdcab65df7,f,,f,,f,,,,,,
2adcd3fefd6a5cfbf94b39f113b59352,f,f,t,t,t,t,t,f,62.0,0.0,10.0
2acfa3de39028a9704c6ea5b91db44b2,f,,f,,f,,,,,,
2a836cbaf852eb5b4a941b435e8e7e3a,f,f,t,f,f,f,t,f,0.0,0.0,2.0
2a63c7876723e0e58374e40c689f772c,f,,f,,f,,,,,,
2a5e6b4f9ff04beef6b30623e49a3fdc,t,t,t,t,t,t,t,f,86.0,2.0,15.0
2a567acf93a01fceb2e281e748ab57c6,f,t,f,t,t,t,t,f,100.0,2.0,3.0
2a3c293ece982448ed9228e379af34fa,f,f,t,t,t,t,t,f,66.0,0.0,10.0
2a3b52fea497ae8c9cc94a8c351ff45e,t,t,t,t,t,t,t,f,91.0,5.0,26.0
2a31c93bfd6a6497f178dd35d8fd26a2,f,f,t,f,f,f,t,f,0.0,0.0,2.0
2a1cb011a1ecf1ebe91b5427ea498520,f,f,t,t,t,t,t,f,75.0,0.0,4.0
2a1c922dfb181ea75cc741ea80eb1213,f,f,t,t,t,t,t,f,100.0,0.0,6.0
2a03ac5dbcb20c9fd9d073af1afca38e,f,f,t,f,f,f,t,f,0.0,0.0,2.0
29d18187f209d4fe1dc98179cc3fed1c,f,,f,,f,,,,,,
29ac5c872e2310504fdef0412460dc31,f,f,f,t,t,t,f,f,80.0,0.0,9.0
299f4b77eb6809bebb3c75fbf3c64b29,f,f,t,t,f,t,t,f,50.0,0.0,4.0
299dc0e047c3804cfc871cea89b2bb76,f,t,f,t,f,t,t,f,50.0,2.0,4.0
299ab60190d91ce3d466407a8461f204,f,f,t,t,f,t,t,f,44.0,0.0,11.0
29894b7d879868319dd12247cf04819e,f,,f,,f,,,,,,
2972c312123826175b603dfc393dd736,t,t,t,t,t,f,t,f,100.0,2.0,1.0
29594c1a18464326585d475a5335117e,f,f,f,t,t,f,t,f,100.0,0.0,2.0
29591dc47ce20b7bf52e9497912b6b3c,f,f,t,t,f,t,t,f,50.0,0.0,5.0
293cb0f8963c841e20349007fa158364,f,,f,,f,,,,,,
2931c1ab8e08e5bb4efe0ae41a65f52a,f,t,f,t,t,t,f,f,100.0,1.0,3.0
292b47c242faf419d07d13f014f53358,f,,f,,f,,,,,,
29215021588f826c1658143710a07a98,f,f,t,t,f,t,t,f,33.0,0.0,4.0
28d8d1e859d6bc8e74bb5b78d6d00980,f,f,t,t,f,t,t,f,52.0,0.0,17.0
28d6063a5e6420fdee121464b5a597fc,f,f,t,f,f,t,f,f,50.0,0.0,4.0
2888ab7352c517e03d5c22fbb915ccd4,f,f,t,t,f,f,f,f,0.0,0.0,2.0
288612f9ebb88b3ee02bfd135d9911ca,f,t,t,t,f,f,f,f,28.0,4.0,2.0
285b70046601df731c73b287ea5f5d3e,f,t,f,f,f,t,f,f,0.0,2.0,14.0
285a745ff5a9ec23b271467bd76d63f9,f,t,t,t,f,t,f,f,40.0,7.0,3.0
2852465319f06cca9f201c259a09dbf5,f,f,f,t,t,f,t,f,100.0,0.0,1.0
2833fc96559fbd0ba6e5bb6f31f5dd3c,f,f,f,t,t,t,t,f,100.0,0.0,7.0
2831a9ce09fed0094a6d2c3fda64f1f5,t,t,t,t,t,t,f,f,100.0,2.0,6.0
27fe981e698a0caac8b0b36c5e0b0791,f,t,t,t,f,f,t,f,20.0,1.0,2.0
27f5a5211e5635876412e717fbaa0d09,f,f,t,f,f,f,t,f,50.0,0.0,2.0
27be861013b57bc5564c1729ace846cd,f,t,t,t,f,t,f,f,55.0,5.0,9.0
27bd4ca8961517328714eec9310cae67,f,t,t,t,f,f,f,f,25.0,5.0,2.0
27b956379417ff7fdb016a36901f5872,f,f,t,t,f,t,t,f,42.0,0.0,8.0
27aa67ccd64783c9d6790697abcaa704,f,f,t,f,f,f,t,f,0.0,0.0,1.0
